window_start,site,nutrient,concentration
1993-09-14,Q3,no3_mgl,43.666666666666664
1993-09-14,Q3,nh4_mgl,NA
1993-11-16,Q3,k_mgl,0.8833333333333333
1993-11-16,Q3,mg_mgl,2.7577777777777777
1993-11-16,Q3,ca_mgl,4.225555555555555
1993-11-16,Q3,no3_mgl,32.333333333333336
1993-11-16,Q3,nh4_mgl,NA
1994-01-18,Q3,k_mgl,0.8377777777777777
1994-01-18,Q3,mg_mgl,2.973333333333333
1994-01-18,Q3,ca_mgl,4.366666666666666
1994-01-18,Q3,no3_mgl,11
1994-01-18,Q3,nh4_mgl,NA
1994-03-22,Q3,k_mgl,0.8622222222222222
1994-03-22,Q3,mg_mgl,3.3666666666666667
1994-03-22,Q3,ca_mgl,5.066666666666666
1994-03-22,Q3,no3_mgl,49
1994-03-22,Q3,nh4_mgl,NA
1994-05-24,Q3,k_mgl,0.907
1994-05-24,Q3,mg_mgl,3.657
1994-05-24,Q3,ca_mgl,5.294
1994-05-24,Q3,no3_mgl,52.111111111111114
1994-05-24,Q3,nh4_mgl,NA
1994-07-26,Q3,k_mgl,0.8433333333333334
1994-07-26,Q3,mg_mgl,3.522222222222222
1994-07-26,Q3,ca_mgl,4.98
1994-07-26,Q3,no3_mgl,NA
1994-07-26,Q3,nh4_mgl,NA
1994-09-27,Q3,k_mgl,0.8644444444444445
1994-09-27,Q3,mg_mgl,3.1544444444444446
1994-09-27,Q3,ca_mgl,4.561111111111111
1994-09-27,Q3,no3_mgl,NA
1994-09-27,Q3,nh4_mgl,NA
1994-11-29,Q3,k_mgl,0.85
1994-11-29,Q3,mg_mgl,3.198
1994-11-29,Q3,ca_mgl,4.586
1994-11-29,Q3,no3_mgl,NA
1994-11-29,Q3,nh4_mgl,NA
1989-05-16,MPR,k_mgl,0.6855555555555556
1989-05-16,MPR,mg_mgl,1.96
1989-05-16,MPR,ca_mgl,6.483333333333333
1989-05-16,MPR,no3_mgl,59.625
1989-05-16,MPR,nh4_mgl,NA
1989-07-18,MPR,k_mgl,0.6614285714285714
1989-07-18,MPR,mg_mgl,1.5783333333333334
1989-07-18,MPR,ca_mgl,6.252857142857143
1989-07-18,MPR,no3_mgl,73.71428571428571
1989-07-18,MPR,nh4_mgl,NA
1989-09-19,MPR,k_mgl,1.21
1989-09-19,MPR,mg_mgl,2.194
1989-09-19,MPR,ca_mgl,6.906
1989-09-19,MPR,no3_mgl,273.8
1989-09-19,MPR,nh4_mgl,NA
1989-11-21,MPR,k_mgl,0.8825000000000001
1989-11-21,MPR,mg_mgl,2.572857142857143
1989-11-21,MPR,ca_mgl,9.21857142857143
1989-11-21,MPR,no3_mgl,112.71428571428571
1989-11-21,MPR,nh4_mgl,NA
1990-01-23,MPR,k_mgl,1.0688888888888888
1990-01-23,MPR,mg_mgl,2.106666666666667
1990-01-23,MPR,ca_mgl,8.71
1990-01-23,MPR,no3_mgl,209.22222222222223
1990-01-23,MPR,nh4_mgl,NA
1990-03-27,MPR,k_mgl,1.0077777777777777
1990-03-27,MPR,mg_mgl,2.152222222222222
1990-03-27,MPR,ca_mgl,9.083333333333334
1990-03-27,MPR,no3_mgl,143.33333333333334
1990-03-27,MPR,nh4_mgl,NA
1990-05-29,MPR,k_mgl,0.9544444444444444
1990-05-29,MPR,mg_mgl,2.002222222222222
1990-05-29,MPR,ca_mgl,8.342222222222222
1990-05-29,MPR,no3_mgl,187
1990-05-29,MPR,nh4_mgl,NA
1990-07-31,MPR,k_mgl,0.8522222222222222
1990-07-31,MPR,mg_mgl,2.1422222222222222
1990-07-31,MPR,ca_mgl,9.635555555555555
1990-07-31,MPR,no3_mgl,131.88888888888889
1990-07-31,MPR,nh4_mgl,NA
1990-10-02,MPR,k_mgl,0.77
1990-10-02,MPR,mg_mgl,1.9877777777777779
1990-10-02,MPR,ca_mgl,7.89
1990-10-02,MPR,no3_mgl,126.125
1990-10-02,MPR,nh4_mgl,NA
1990-12-04,MPR,k_mgl,0.6533333333333333
1990-12-04,MPR,mg_mgl,2.1144444444444446
1990-12-04,MPR,ca_mgl,6.934444444444445
1990-12-04,MPR,no3_mgl,136.75
1990-12-04,MPR,nh4_mgl,NA
1991-02-05,MPR,k_mgl,0.8922222222222222
1991-02-05,MPR,mg_mgl,1.9511111111111112
1991-02-05,MPR,ca_mgl,7.41875
1991-02-05,MPR,no3_mgl,121.625
1991-02-05,MPR,nh4_mgl,NA
1991-04-09,MPR,k_mgl,0.77
1991-04-09,MPR,mg_mgl,0.9285714285714285
1991-04-09,MPR,ca_mgl,4.635
1991-04-09,MPR,no3_mgl,50.25
1991-04-09,MPR,nh4_mgl,NA
1991-06-11,MPR,k_mgl,0.7728571428571429
1991-06-11,MPR,mg_mgl,1.61625
1991-06-11,MPR,ca_mgl,5.595714285714285
1991-06-11,MPR,no3_mgl,58.333333333333336
1991-06-11,MPR,nh4_mgl,NA
1991-08-13,MPR,k_mgl,0.8411111111111111
1991-08-13,MPR,mg_mgl,2.61
1991-08-13,MPR,ca_mgl,9.283333333333333
1991-08-13,MPR,no3_mgl,80.42857142857143
1991-08-13,MPR,nh4_mgl,NA
1991-10-15,MPR,k_mgl,0.72125
1991-10-15,MPR,mg_mgl,1.975
1991-10-15,MPR,ca_mgl,6.5337499999999995
1991-10-15,MPR,no3_mgl,118.88888888888889
1991-10-15,MPR,nh4_mgl,NA
1991-12-17,MPR,k_mgl,0.7444444444444445
1991-12-17,MPR,mg_mgl,1.9277777777777778
1991-12-17,MPR,ca_mgl,8.153333333333332
1991-12-17,MPR,no3_mgl,128.11111111111111
1991-12-17,MPR,nh4_mgl,NA
1992-02-18,MPR,k_mgl,0.9533333333333334
1992-02-18,MPR,mg_mgl,2.8133333333333335
1992-02-18,MPR,ca_mgl,9.7325
1992-02-18,MPR,no3_mgl,108.375
1992-02-18,MPR,nh4_mgl,NA
1992-04-21,MPR,k_mgl,0.8288888888888889
1992-04-21,MPR,mg_mgl,1.8177777777777777
1992-04-21,MPR,ca_mgl,7.38
1992-04-21,MPR,no3_mgl,54.375
1992-04-21,MPR,nh4_mgl,NA
1992-06-23,MPR,k_mgl,0.7744444444444444
1992-06-23,MPR,mg_mgl,2.088888888888889
1992-06-23,MPR,ca_mgl,8.1466666666666665
1992-06-23,MPR,no3_mgl,38.111111111111114
1992-06-23,MPR,nh4_mgl,NA
1992-08-25,MPR,k_mgl,0.8466666666666667
1992-08-25,MPR,mg_mgl,2.39
1992-08-25,MPR,ca_mgl,9.634444444444444
1992-08-25,MPR,no3_mgl,52.55555555555556
1992-08-25,MPR,nh4_mgl,NA
1992-10-27,MPR,k_mgl,0.70625
1992-10-27,MPR,mg_mgl,1.77125
1992-10-27,MPR,ca_mgl,7.395
1992-10-27,MPR,no3_mgl,33.57142857142857
1992-10-27,MPR,nh4_mgl,NA
1992-12-29,MPR,k_mgl,0.7255555555555555
1992-12-29,MPR,mg_mgl,1.9188888888888889
1992-12-29,MPR,ca_mgl,7.552222222222222
1992-12-29,MPR,no3_mgl,NA
1992-12-29,MPR,nh4_mgl,NA
1993-03-02,MPR,k_mgl,0.8055555555555556
1993-03-02,MPR,mg_mgl,2.371111111111111
1993-03-02,MPR,ca_mgl,9.314444444444444
1993-03-02,MPR,no3_mgl,81.33333333333333
1993-03-02,MPR,nh4_mgl,NA
1993-05-04,MPR,k_mgl,0.8555555555555555
1993-05-04,MPR,mg_mgl,1.9933333333333334
1993-05-04,MPR,ca_mgl,7.9944444444444445
1993-05-04,MPR,no3_mgl,42
1993-05-04,MPR,nh4_mgl,NA
1993-07-06,MPR,k_mgl,0.7675
1993-07-06,MPR,mg_mgl,2.01
1993-07-06,MPR,ca_mgl,8.5875
1993-07-06,MPR,no3_mgl,63
1993-07-06,MPR,nh4_mgl,NA
1993-09-07,MPR,k_mgl,0.7211111111111111
1993-09-07,MPR,mg_mgl,1.9766666666666666
1993-09-07,MPR,ca_mgl,8.001111111111111
1993-09-07,MPR,no3_mgl,49.111111111111114
1993-09-07,MPR,nh4_mgl,NA
1993-11-09,MPR,k_mgl,0.6577777777777778
1993-11-09,MPR,mg_mgl,1.6811111111111112
1993-11-09,MPR,ca_mgl,7.39625
1993-11-09,MPR,no3_mgl,28.833333333333332
1993-11-09,MPR,nh4_mgl,NA
1994-01-11,MPR,k_mgl,0.5700000000000001
1994-01-11,MPR,mg_mgl,1.6344444444444444
1994-01-11,MPR,ca_mgl,6.863333333333333
1994-01-11,MPR,no3_mgl,6.333333333333333
1994-01-11,MPR,nh4_mgl,NA
1994-03-15,MPR,k_mgl,0.7277777777777777
1994-03-15,MPR,mg_mgl,2.2044444444444444
1994-03-15,MPR,ca_mgl,9.652222222222223
1994-03-15,MPR,no3_mgl,18.5
1994-03-15,MPR,nh4_mgl,NA
1994-05-17,MPR,k_mgl,0.8633333333333333
1994-05-17,MPR,mg_mgl,2.3433333333333333
1994-05-17,MPR,ca_mgl,8.848888888888888
1994-05-17,MPR,no3_mgl,19.625
1994-05-17,MPR,nh4_mgl,NA
1994-07-19,MPR,k_mgl,0.8666666666666667
1994-07-19,MPR,mg_mgl,2.5
1994-07-19,MPR,ca_mgl,9.666666666666666
1994-07-19,MPR,no3_mgl,119
1994-07-19,MPR,nh4_mgl,NA
1994-09-20,MPR,k_mgl,0.7844444444444444
1994-09-20,MPR,mg_mgl,1.8944444444444444
1994-09-20,MPR,ca_mgl,8.686666666666667
1994-09-20,MPR,no3_mgl,NA
1994-09-20,MPR,nh4_mgl,NA
1994-11-22,MPR,k_mgl,0.7066666666666667
1994-11-22,MPR,mg_mgl,2.18
1994-11-22,MPR,ca_mgl,7.808333333333334
1994-11-22,MPR,no3_mgl,43
1994-11-22,MPR,nh4_mgl,NA
